filename, Car-Damage
severe_456_JPEG_jpg.rf.e5d9adda26251ea01acec79ca679b628.jpg, 1
minor_131_JPEG_jpg.rf.e46f8115b813fbc8272d38ed6f106593.jpg, 1
akhand_b43_401_jpg.rf.e438cd77dad7d90470ec8e2801939d1d.jpg, 1
minor_290_JPEG_jpg.rf.e3c3931aba1b735800bf7ecef2f852a3.jpg, 1
akhand_b43_110_jpg.rf.e4ec0ed27f351d315edea4fb599e1200.jpg, 1
minor_366_JPEG_jpg.rf.e521c2338bafc0a2d5f35c4f019261b6.jpg, 1
severe_129_JPEG_jpg.rf.e3f1a540dc052a0e223fc1a416f0edf5.jpg, 1
coco46_jpg.rf.e68649e5d5657dbc626ddb93d7c36a97.jpg, 1
minor_18_JPEG_jpg.rf.e5930c49f51950644a9b357a5da31db7.jpg, 1
severe_35_JPEG_jpg.rf.e6311f362e1dc4e1fc4ceae36b81d504.jpg, 1
test_set_54_jpg.rf.e4d25676b08b01a68266a8a844b50e97.jpg, 1
test_set_25_jpg.rf.e64730e75eaef46bb33bd82d0a1f5c66.jpg, 1
137_jpg.rf.e4587ca6d0090b9db3bddac12cc4d95d.jpg, 1
severe_244_JPEG_jpg.rf.e5a9a0e6aa7e0e8ef1de3e064d37a026.jpg, 1
test_set_178_jpg.rf.e5991d826712830e1dc34c8fab8e46be.jpg, 1
akhand_b43_437_jpg.rf.e4bcd3dae4240f21a2676d5308943121.jpg, 1
125_jpg.rf.e749991a8c379136c7e237a96a38c014.jpg, 1
minor_205_JPEG_jpg.rf.e38b8b7342cdaa4382a587a21b5003a1.jpg, 1
akhand_b43_283_jpg.rf.e5f6192c4ceb0026729df1c396ac26c4.jpg, 1
test_set_88_jpg.rf.e3bcbcbc4dde851afce52d91ac0bf08d.jpg, 1
akhand_b43_532_jpg.rf.e5cbb9b5a876ed1408c167874169ae28.jpg, 1
severe_189_JPEG_jpg.rf.e6ba0ac1ccf6b8471c1386adf1a70eab.jpg, 1
120_jpg.rf.e6b2b7c7332bc442ab56ce00a623610d.jpg, 1
146_jpg.rf.e6693db3e065872c83f905dd84f97027.jpg, 1
test_set_13_jpg.rf.e677d4183311e93cb9cc2593049b751a.jpg, 1
akhand_b43_171_jpg.rf.e81e0b18b77e8958bb4beabc3e12fbd0.jpg, 1
minor_225_JPEG_jpg.rf.e867968d143aec8afd12cacae2461fad.jpg, 1
79_jpg.rf.e7b641ef2c5bb51d5071fecd7f3c66c5.jpg, 1
test_set_71_jpg.rf.e94f26fde16f77da75f98077acae3b4d.jpg, 1
severe_280_JPEG_jpg.rf.e829bdae7b486f3d2fd083568f0ea7b8.jpg, 1
severe_212_JPEG_jpg.rf.e7d88f3d918585f8bc6983447fbb220f.jpg, 1
minor_325_JPEG_jpg.rf.e784e4c14cba3522c0824991b5592b10.jpg, 1
severe_564_JPEG_jpg.rf.e88bc51bfc1b85d617cf25461d7bc3c8.jpg, 1
141_jpg.rf.ea3976c81fd223d9683925be53226a49.jpg, 1
akhand_b43_587_jpg.rf.e9c3535c2627aec69fd20092e290a828.jpg, 1
akhand_b43_571_jpg.rf.ea05c64ca98ec17422b722cf3403ba12.jpg, 1
severe_144_JPEG_jpg.rf.e84c73f666a24eb265eb750b275f2efb.jpg, 1
severe_585_JPEG_jpg.rf.e98a5eaf807b5772bd6ca320fb2012a3.jpg, 1
test_set_11_jpg.rf.ea7ade4d6c978cc14a769033a22c3567.jpg, 1
minor_232_JPEG_jpg.rf.eac03e9c24b775cf4252641931ba83ac.jpg, 1
severe_447_JPEG_jpg.rf.e9d4fd018a83599de0bef2bf135df621.jpg, 1
akhand_b43_27_jpg.rf.eadca89c098b93a10fda767f7ecd8a06.jpg, 1
76_jpg.rf.e8f3561fd846b6b4dec7cc16d8c73996.jpg, 1
severe_573_JPEG_jpg.rf.eb0f2591d9d95e8afee2755b973a0b89.jpg, 1
158_jpg.rf.eb44a1a73d45c375e58545f2a36fa10c.jpg, 1
severe_349_JPEG_jpg.rf.e8ea708b07c9c062e20543e616b48b7a.jpg, 1
akhand_b43_286_jpg.rf.e98aa4a9af082024c7c2b0ec04072582.jpg, 1
akhand_b43_200_jpg.rf.eae9e9d4e7e1dad7fd5625b1539b167f.jpg, 1
severe_66_JPEG_jpg.rf.eb3b28c66123f60e0bf79118a491ab90.jpg, 1
severe_182_JPEG_jpg.rf.eaeb9f62e102338d75cb44a36a5b332f.jpg, 1
akhand_b43_213_jpg.rf.ed039d6a19f08f61b0e5575a3b9455ca.jpg, 1
minor_187_JPEG_jpg.rf.ebf0e13ee04765a7d199d0390c6de7c6.jpg, 1
test_set_118_jpg.rf.ee4f76e0f4b8f8791a83b82a8c02300e.jpg, 1
akhand_b43_90_jpg.rf.eca7751e74dcbdd28f77e5044ae0bec6.jpg, 1
111_jpg.rf.ee845b3374d5ae83bdd8df1940638eeb.jpg, 1
severe_118_JPEG_jpg.rf.ef10003923a2468fe0dd804fd1f328dc.jpg, 1
minor_46_JPEG_jpg.rf.ee0d509a7363735412c52cc408005d7c.jpg, 1
severe_291_JPEG_jpg.rf.ee8b40de4ce3d1ac1f7518e0fa8f6ad8.jpg, 1
test_set_65_jpg.rf.ee765a2d393bb43a4f166e9a716fc1fe.jpg, 1
minor_286_JPEG_jpg.rf.ed96a7db4f13d2bb60b8e3bfbf76dac9.jpg, 1
severe_492_JPEG_jpg.rf.ee3addf996c6c3926b888e6e3da11d24.jpg, 1
severe_287_JPEG_jpg.rf.ef761e27ec9cbdee563ac3f7214558ba.jpg, 1
akhand_b43_236_jpg.rf.edd041a3c7e3081a4e15f38dbbc58e66.jpg, 1
severe_68_JPEG_jpg.rf.eefddc8ecae16f999de4aeb3a9ef1408.jpg, 1
minor_373_JPEG_jpg.rf.eeb7494ce625389b9317aa137032fe8d.jpg, 1
severe_553_JPEG_jpg.rf.ecd907d37efcb1a27a19eb50ce13090a.jpg, 1
akhand_b43_163_jpg.rf.ee4958cdeacd6c7ac3b2602085f0f5d2.jpg, 1
akhand_b43_277_jpg.rf.ef8d288c1c130656e8bfde268055c781.jpg, 1
test_set_53_jpg.rf.eccf3a9df41b86faec4a4febb916e74c.jpg, 1
minor_352_JPEG_jpg.rf.eff2e361373c015677d178d58b52bac7.jpg, 1
severe_198_JPEG_jpg.rf.ee127eab2410933e31687886a3bfadd7.jpg, 1
